[H]OP(=O)(O[H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])=O 365
[H]OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H] 366
[H]OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H] 367
[H]OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H] 368
[H]OC([H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H] 369
[H]OC(O[H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H] 370
[H]OC([H])([H])[C@@]([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H] 371
[H]OC(=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H] 372
[H]OC([H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])N([H])[H] 373
[H]OC(=O)C(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H] 374
[H]OC(=O)C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H] 375
[H]OC(=O)C([H])(O[H])C([H])(C([H])([H])[H])C([H])([H])[H] 376
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])ON=O 377
[H]OC(=O)C(=O)C([H])(C([H])([H])[H])C([H])([H])[H] 378
[H]ON([H])C(=O)C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H] 379
[H]OC(=O)C([H])(N([H])[H])C(S[H])(C([H])([H])[H])C([H])([H])[H] 380
[H]OP(=O)(O[H])C([H])(N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H] 381
[H]OC(=O)C([H])(N([H])[H])C([H])(C(=O)O[H])C([H])([H])[H] 382
[H]OC(=O)C(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])P(=O)(O[H])O[H] 383
[H]OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H] 384
[H]OP(=O)(O[H])OP(=O)(O[H])SC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H] 385
